STATE_ABBR,COUNTY,TOTAL_POPULATION,POP_ONE_RACE,WHITE,BLACK,AMARICAN_INDIAN,ASIAN,HAWAIIAN,OTHER
NC,Cabarrus County,225804,208495,137756,42622,1133,11984,137,14863
NC,Caldwell County,80652,76194,68859,3914,340,544,16,2521
NC,Camden County,10355,9659,8312,1055,49,119,2,122
NC,Carteret County,67686,63915,58255,3274,312,594,63,1417
NC,Caswell County,22736,21780,14232,6824,85,64,22,553
NC,Catawba County,160610,149409,118946,12835,1023,7023,94,9488
NC,Chatham County,76285,70823,54431,7914,471,1627,37,6343
NC,Cherokee County,28774,26942,25640,381,436,158,0,327
NC,Chowan County,13708,13149,8351,4408,47,40,1,302
NC,Clay County,11089,10485,10150,65,44,40,9,177
NC,Cleveland County,99519,94489,71076,20159,277,861,25,2091
NC,Columbus County,50623,48644,30380,14586,1732,161,14,1771
NC,Craven County,100720,93583,66703,20204,413,3093,167,3003
NC,Cumberland County,334728,301538,141912,127610,5556,9173,1454,15833
NC,Currituck County,28100,26097,23878,1392,118,275,27,407
NC,Dare County,36915,34754,32429,703,181,265,10,1166
NC,Davidson County,168930,159314,131922,16065,1018,2468,50,7791
NC,Davie County,42712,40175,35340,2428,207,280,7,1913
NC,Duplin County,48715,45573,26084,11604,488,173,14,7210
NC,Durham County,324833,301120,139231,110610,2285,16817,131,32046
NC,Edgecombe County,48900,47246,17631,27429,194,113,12,1867
NC,Forsyth County,382590,354490,214877,95324,2528,9280,285,32196
NC,Franklin County,68573,64574,43473,15990,491,465,24,4131
NC,Gaston County,227943,212834,156794,40323,1082,3543,74,11018
NC,Gates County,10478,9980,6762,3023,71,25,12,87
NC,Graham County,8030,7677,6913,50,590,22,5,97
NC,Granville County,60992,57716,34579,18435,370,370,36,3926
NC,Greene County,20451,19571,9992,7250,185,37,12,2095
NC,Guilford County,541299,506368,263428,181848,3183,28922,265,28722
NC,Halifax County,48622,46968,19304,24846,1667,284,11,856
NC,Harnett County,133568,121956,81867,27417,1423,1494,274,9481
NC,Haywood County,62089,59067,56440,663,363,370,1,1230
NC,Henderson County,116281,108474,94151,3388,565,1347,629,8394
NC,Hertford County,21552,20813,7622,12393,206,123,3,466
NC,Hoke County,52082,46553,21031,16766,4063,750,213,3730
NC,Hyde County,4589,4360,2956,1169,10,7,2,216
NC,Iredell County,186693,174237,139369,21678,711,4785,82,7612
NC,Jackson County,43109,40565,33426,856,4098,512,10,1663
NC,Johnston County,215999,198061,142425,33730,1767,1886,103,18150
NC,Jones County,9172,8754,5867,2579,61,34,5,208
NC,Lee County,63285,57961,38413,10885,533,663,49,7418
NC,Lenoir County,55122,52532,27113,22195,182,336,31,2675
NC,Lincoln County,86810,81274,72716,4482,328,711,33,3004
NC,McDowell County,44578,42469,38356,1732,216,388,0,1777
NC,Macon County,37014,34678,32099,257,279,265,8,1770
NC,Madison County,21193,20074,19373,215,71,87,3,325
NC,Martin County,22031,21300,11624,8922,82,99,3,570
NC,Mecklenburg County,1115482,1027992,520567,330458,6700,72035,651,97581
NC,Mitchell County,14903,14158,13663,53,30,54,1,357
NC,Montgomery County,25751,24430,16917,4226,139,393,9,2746
NC,Moore County,99727,93171,77010,10671,825,1264,60,3341
NC,Nash County,94970,90707,47378,36958,739,915,42,4675
NC,New Hanover County,225702,211058,170837,27386,1038,3515,154,8128
NC,Northampton County,17471,16897,6915,9689,48,27,4,214
NC,Onslow County,204576,182308,137072,28026,1460,4729,825,10196
NC,Orange County,148696,136607,99091,15848,851,12674,51,8092
NC,Pamlico County,12276,11648,9216,2061,58,62,8,243
NC,Pasquotank County,40568,38239,22019,14478,213,470,30,1029
NC,Pender County,60203,56485,45305,7619,354,342,31,2834
NC,Perquimans County,13005,12351,9412,2715,39,39,10,136
NC,Person County,39097,37161,25554,9937,281,125,8,1256
NC,Pitt County,170243,160878,88790,60414,711,3078,106,7779
NC,Polk County,19328,18233,16934,698,81,60,14,446
NC,Randolph County,144171,134321,111459,8748,1150,2173,16,10775
NC,Richmond County,42946,40492,23969,12881,1041,364,20,2217
NC,Robeson County,116530,110515,30041,26424,44871,908,79,8192
NC,Rockingham County,91096,86442,65434,16789,441,500,30,3248
NC,Rowan County,146875,137079,102693,23012,761,1522,88,9003
NC,Rutherford County,64444,60814,52808,5903,224,348,25,1506
NC,Sampson County,59036,55431,31254,14130,1294,231,22,8500
NC,Scotland County,34174,32385,14402,13162,3745,343,15,718
NC,Stanly County,62504,59538,49149,7079,275,1145,9,1881
NC,Stokes County,44520,42591,39966,1644,181,159,13,628
NC,Surry County,71359,67255,59307,2486,314,378,16,4754
NC,Swain County,14117,13209,8638,108,4171,54,14,224
NC,Transylvania County,32986,31162,28957,1037,125,173,22,848
NC,Tyrrell County,3245,3043,1903,938,5,43,0,154
NC,Union County,238267,219787,165562,26981,1215,9572,122,16335
NC,Vance County,42578,40870,16682,21237,161,286,11,2493
NC,Wake County,1129410,1043992,663832,208493,5756,97042,572,68297
NC,Warren County,18642,17920,7253,9114,978,62,4,509
NC,Washington County,11003,10666,4999,5375,23,37,9,223
NC,Watauga County,54086,51131,45726,2149,131,945,19,2161
NC,Wayne County,117333,109739,62452,35795,682,1580,77,9153
NC,Wilkes County,65969,63018,57105,2634,218,325,11,2725
NC,Wilson County,78784,74513,37341,30097,489,900,25,5661
NC,Yadkin County,37214,35179,30842,1136,203,143,0,2855
NC,Yancey County,18470,17602,16866,108,82,40,3,503
AK,Aleutians East Borough,3420,3212,684,297,802,771,32,626
AK,Aleutians West Census Area,5232,4858,1667,259,728,1513,239,452
AK,Anchorage Municipality,291247,250445,164446,14576,23661,27646,10001,10115
AK,Bethel Census Area,18666,17650,1665,85,15632,202,2,64
AK,Bristol Bay Borough,844,701,370,6,305,5,3,12
AK,Chugach Census Area,7102,6342,4907,49,669,529,62,126
AK,Copper River Census Area,2617,2335,1611,8,663,17,10,26
AK,Denali Borough,1619,1480,1382,11,61,13,5,8
AK,Dillingham Census Area,4857,4361,799,25,3453,48,9,27
AK,Fairbanks North Star Borough,95655,83485,65971,4014,7555,3104,604,2237
AK,Haines Borough,2080,1838,1589,2,214,14,2,17
AK,Hoonah-Angoon Census Area,2365,2081,1147,6,878,16,5,29
AK,Juneau City and Borough,32255,27318,20124,350,3614,2101,476,653
AK,Kenai Peninsula Borough,58799,52811,46382,386,4228,809,182,824
AK,Ketchikan Gateway Borough,13948,12246,8430,103,2334,1129,26,224
AK,Kodiak Island Borough,13101,11794,6570,90,1826,2803,117,388
AK,Kusilvak Census Area,8368,8176,173,16,7946,23,0,18
AK,Lake and Peninsula Borough,1476,1309,303,2,994,9,1,0
AK,Matanuska-Susitna Borough,107081,94782,83035,1121,6844,1559,506,1717
AK,Nome Census Area,10046,9205,1422,55,7556,111,5,56
AK,North Slope Borough,11031,10072,3082,162,5748,641,321,118
AK,Northwest Arctic Borough,7793,7331,700,72,6469,55,12,23
AK,Petersburg Borough,3398,2962,2470,49,247,123,12,61
AK,Prince of Wales-Hyder Census Area,5753,5095,2403,22,2584,27,30,29
AK,Sitka City and Borough,8458,7261,5174,37,1248,573,14,215
AK,Skagway Municipality,1240,1160,1070,10,32,39,0,9
AK,Southeast Fairbanks Census Area,6808,6216,5085,74,817,87,16,137
AK,Wrangell City and Borough,2127,1789,1352,0,380,25,2,30
AK,Yakutat City and Borough,662,544,249,4,255,32,1,3
AK,Yukon-Koyukuk Census Area,5343,5008,1130,7,3832,8,3,28
UT,Beaver County,7072,6683,5904,23,104,32,22,598
UT,Box Elder County,57666,54267,50784,178,516,455,103,2231
UT,Cache County,133154,125033,112842,1115,1108,2353,705,6910
UT,Carbon County,20412,18760,17643,61,270,65,29,692
UT,Daggett County,935,894,884,4,0,2,2,2
UT,Davis County,362679,334695,302352,4376,2503,7143,3345,14976
UT,Duchesne County,19596,18716,17076,21,940,63,39,577
UT,Emery County,9825,9327,9003,4,63,40,7,210
UT,Garfield County,5083,4860,4541,11,107,37,7,157
UT,Grand County,9669,8827,7817,73,373,80,13,471
UT,Iron County,57289,53742,49237,408,1091,641,244,2121
UT,Juab County,11786,11336,10972,18,98,34,44,170
UT,Kane County,7667,7357,7084,31,129,61,1,51
UT,Millard County,12975,12300,10855,15,152,142,13,1123
UT,Morgan County,12295,11855,11691,12,43,57,3,49
UT,Piute County,1438,1318,1291,0,6,0,0,21
UT,Rich County,2510,2414,2359,11,3,2,4,35
UT,Salt Lake County,1185238,1068295,847970,23474,13189,51030,21742,110890
UT,San Juan County,14518,13897,6275,36,7278,54,53,201
UT,Sanpete County,28437,27042,24277,224,307,171,247,1816
UT,Sevier County,21522,20587,19667,65,340,45,49,421
UT,Summit County,42357,39461,35927,173,133,728,44,2456
UT,Tooele County,72698,66818,61011,465,726,526,651,3439
UT,Uintah County,35620,33405,29607,98,2432,169,97,1002
UT,Utah County,659399,600075,537757,4403,4602,10413,6722,36178
UT,Wasatch County,34788,32212,29131,157,188,361,41,2334
UT,Washington County,180279,167499,151777,988,2189,1866,1669,9010
UT,Wayne County,2486,2358,2283,1,19,16,3,36
UT,Weber County,262223,238570,205396,3613,2735,3852,1031,21943
OH,Adams County,27477,26558,26277,84,78,39,1,79
OH,Allen County,102206,95969,80753,12573,300,840,53,1450
OH,Ashland County,52447,50397,49249,394,114,322,33,285
OH,Ashtabula County,97574,91321,85486,3606,203,349,18,1659
OH,Athens County,62431,59509,54513,2894,247,1223,2,630
OH,Auglaize County,46422,44822,43929,240,86,255,41,271
OH,Belmont County,66497,63651,60831,2117,89,266,11,337
OH,Brown County,43676,41914,41237,304,75,97,5,196
OH,Butler County,390357,365004,299100,34704,1481,15730,494,13495
OH,Carroll County,26721,25697,25307,122,77,52,4,135
OH,Champaign County,38714,36768,35615,688,91,129,7,238
OH,Clark County,136001,127337,111088,12200,419,902,93,2635
OH,Clermont County,208601,197378,189024,3347,449,2549,63,1946
OH,Clinton County,42018,40065,38484,832,104,206,6,433
OH,Columbiana County,101877,97573,94155,2122,319,346,16,615
OH,Coshocton County,36612,35427,34730,397,63,104,13,120
OH,Crawford County,42025,40341,39652,319,40,137,12,181
OH,Cuyahoga County,1264817,1190149,736116,370895,2990,44071,361,35716
OH,Darke County,51881,50293,49322,303,107,182,26,353
OH,Defiance County,38286,35978,33648,668,145,142,17,1358
OH,Delaware County,214124,202146,173231,7840,324,18216,75,2460
OH,Erie County,75622,70431,62122,6807,195,481,11,815
OH,Fairfield County,158921,150291,131676,13484,378,3093,35,1625
OH,Fayette County,28951,27552,26523,543,69,171,11,235
OH,Franklin County,1323807,1230708,802685,299771,4564,74071,534,49083
OH,Fulton County,42713,40005,38092,254,148,153,9,1349
OH,Gallia County,29220,28007,27049,600,64,148,5,141
OH,Geauga County,95397,91779,89422,1082,53,673,9,540
OH,Greene County,167966,156557,137146,11486,432,5571,105,1817
OH,Guernsey County,38438,36873,35898,535,94,154,8,184
OH,Hamilton County,830639,782986,525850,209173,2244,25333,673,19713
OH,Hancock County,74920,70895,66590,1431,149,1402,31,1292
OH,Hardin County,30696,29458,28650,262,58,169,12,307
OH,Harrison County,14483,13806,13456,241,19,40,6,44
OH,Henry County,27662,26376,25244,160,103,126,4,739
OH,Highland County,43317,41603,40662,520,119,110,8,184
OH,Hocking County,28050,26946,26595,140,50,71,0,90
OH,Holmes County,44223,43447,43088,123,36,64,5,131
OH,Huron County,58565,54918,52412,605,201,221,14,1465
OH,Jackson County,32653,31425,30956,159,107,105,1,97
OH,Jefferson County,65249,61608,56954,3687,136,344,33,454
OH,Knox County,62721,60100,58400,566,147,367,20,600
OH,Lake County,232603,219780,199296,11022,546,3273,39,5604
OH,Lawrence County,58240,56004,54258,1115,136,225,10,260
OH,Licking County,178519,168745,154070,7213,452,5028,52,1930
OH,Logan County,46150,43617,42049,677,99,327,14,451
OH,Lorain County,312964,286958,247300,24863,920,3623,75,10177
OH,Lucas County,431279,399104,295109,85081,1433,7185,136,10160
OH,Madison County,43824,41737,38046,2686,72,256,4,673
OH,Mahoning County,228614,215181,172721,34835,528,1981,77,5039
OH,Marion County,65359,62259,56754,4107,193,362,16,827
OH,Medina County,182470,173391,167082,2344,250,2212,34,1469
OH,Meigs County,22210,21566,21250,153,50,23,0,90
OH,Mercer County,42528,41437,40057,204,82,189,566,339
OH,Miami County,108774,103172,97622,2593,195,1644,21,1097
OH,Monroe County,13385,13030,12945,19,12,21,3,30
OH,Montgomery County,537309,503265,365077,113728,1374,12814,258,10014
OH,Morgan County,13802,13092,12568,405,20,24,4,71
OH,Morrow County,34950,33512,32933,159,88,90,8,234
OH,Muskingum County,86410,81455,77309,3032,149,391,8,566
OH,Noble County,14115,13783,12886,757,34,23,0,83
OH,Ottawa County,40364,38374,37275,358,78,174,7,482
OH,Paulding County,18806,17906,17255,155,91,30,5,370
OH,Perry County,35408,34080,33710,90,100,67,0,113
OH,Pickaway County,58539,55735,52734,2159,164,300,11,367
OH,Pike County,27088,26017,25559,190,115,70,7,76
OH,Portage County,161791,152843,139778,8037,277,3425,46,1280
OH,Preble County,40999,39470,38857,186,91,162,4,170
OH,Putnam County,34451,33331,32077,125,56,64,3,1006
OH,Richland County,124936,118572,105139,11312,246,793,58,1024
OH,Ross County,77093,73149,68104,4044,212,372,20,397
OH,Sandusky County,58896,54547,50425,1886,197,202,8,1829
OH,Scioto County,74008,71077,67925,2075,264,274,12,527
OH,Seneca County,55069,52149,49358,1380,120,363,37,891
OH,Shelby County,48230,46162,44280,849,98,451,29,455
OH,Stark County,374853,351001,313356,29118,1148,3200,119,4060
OH,Summit County,540428,509754,400818,79726,1050,22621,160,5379
OH,Trumbull County,201977,191033,171062,17200,299,1107,26,1339
OH,Tuscarawas County,93263,89432,85679,724,967,306,29,1727
OH,Union County,62784,59661,53670,1300,120,4045,0,526
OH,Van Wert County,28931,27717,26833,265,58,89,13,459
OH,Vinton County,12800,12369,12258,51,19,22,0,19
OH,Warren County,242337,228867,200073,8288,407,17331,158,2610
OH,Washington County,59771,57319,55950,605,126,312,11,315
OH,Wayne County,116894,111873,107729,1786,197,966,40,1155
OH,Williams County,37102,35449,34164,335,85,199,8,658
OH,Wood County,132248,123840,115339,3185,310,2764,10,2232
OH,Wyandot County,21900,21193,20732,81,25,85,3,267
ID,Ada County,494967,453110,410263,8058,3274,13929,1318,16268
ID,Adams County,4379,4159,4060,3,38,11,0,47
ID,Bannock County,87018,81011,72902,748,3104,1197,268,2792
ID,Bear Lake County,6372,6137,6036,10,32,13,2,44
ID,Benewah County,9530,8850,7853,8,828,35,15,111
ID,Bingham County,47992,44507,36630,126,3340,200,39,4172
ID,Blaine County,24272,22051,18677,50,144,212,16,2952
ID,Boise County,7610,7125,6844,26,66,37,7,145
ID,Bonner County,47110,44232,42939,118,346,255,42,532
ID,Bonneville County,123964,115090,103736,626,1261,1423,154,7890
ID,Boundary County,12056,11294,10715,27,169,75,9,299
ID,Butte County,2574,2431,2372,2,18,3,3,33
ID,Camas County,1077,978,948,2,1,9,0,18
ID,Canyon County,231105,202877,169392,1629,2670,2119,699,26368
ID,Caribou County,7027,6737,6504,1,50,13,15,154
ID,Cassia County,24655,22548,17797,68,256,134,30,4263
ID,Clark County,790,686,498,10,2,1,0,175
ID,Clearwater County,8734,8321,7964,40,149,48,2,118
ID,Custer County,4275,4059,3942,5,35,17,2,58
ID,Elmore County,28666,25651,21488,757,358,800,109,2139
ID,Franklin County,14194,13527,12908,26,103,30,7,453
ID,Fremont County,13388,12729,11563,21,94,46,25,980
ID,Gem County,19123,17691,16623,30,155,99,27,757
ID,Gooding County,15598,13768,11227,29,165,44,7,2296
ID,Idaho County,16541,15637,14819,58,441,61,5,253
ID,Jefferson County,30891,29272,27092,86,204,124,34,1732
ID,Jerome County,24237,20942,16412,48,440,97,22,3923
ID,Kootenai County,171362,158839,152438,522,1925,1420,216,2318
ID,Latah County,39517,36637,34294,332,315,981,60,655
ID,Lemhi County,7974,7598,7386,19,56,37,6,94
ID,Lewis County,3533,3328,3085,6,184,10,1,42
ID,Lincoln County,5127,4498,3594,6,77,10,4,807
ID,Madison County,52913,49976,45273,736,244,959,231,2533
ID,Minidoka County,21613,19113,14591,39,282,63,20,4118
ID,Nez Perce County,42090,39520,36104,193,2445,334,33,411
ID,Oneida County,4564,4401,4313,3,17,16,4,48
ID,Owyhee County,11913,10641,8686,30,421,45,10,1449
ID,Payette County,25386,22758,20431,66,330,226,35,1670
ID,Power County,7878,7169,5183,20,222,18,11,1715
ID,Shoshone County,13169,12376,11982,21,164,57,6,146
ID,Teton County,11630,10761,9413,25,77,54,0,1192
ID,Twin Falls County,90046,82210,72215,1057,934,1431,217,6356
ID,Valley County,11746,11064,10597,17,73,61,8,308
ID,Washington County,10500,9592,8571,22,112,82,7,798
LA,Acadia Parish,57576,55603,44480,9989,152,163,2,817
LA,Allen Parish,22750,21679,16327,4102,539,183,7,521
LA,Ascension Parish,126500,118718,81141,30521,513,1709,33,4801
LA,Assumption Parish,21039,20184,13722,6013,102,62,0,285
LA,Avoyelles Parish,39693,37886,25625,10706,364,359,9,823
LA,Beauregard Parish,36549,34566,29529,4111,304,223,32,367
LA,Bienville Parish,12981,12406,6950,5307,62,21,5,61
LA,Bossier Parish,128746,119411,81052,30099,797,2396,119,4948
LA,Caddo Parish,237848,226988,103457,115298,1093,3206,126,3808
LA,Calcasieu Parish,216785,204918,139772,55263,1100,3827,138,4818
LA,Caldwell Parish,9645,9301,7646,1534,19,42,3,57
LA,Cameron Parish,5617,5416,5232,72,28,13,1,70
LA,Catahoula Parish,8906,8662,5776,2297,46,28,6,509
LA,Claiborne Parish,14170,13741,7263,6184,43,42,0,209
LA,Concordia Parish,18687,18140,10275,7518,50,117,0,180
LA,De Soto Parish,26812,25675,15284,9621,269,99,0,402
LA,East Baton Rouge Parish,456781,434158,196069,206681,1285,14499,121,15503
LA,East Carroll Parish,7459,7299,2054,5188,3,19,0,35
LA,East Feliciana Parish,19539,18939,11516,7139,61,48,11,164
LA,Evangeline Parish,32350,31181,21354,8664,57,183,2,921
LA,Franklin Parish,19774,19195,12492,6554,31,41,0,77
LA,Grant Parish,22169,21200,17709,3108,206,67,6,104
LA,Iberia Parish,69929,66207,39206,23162,307,1943,3,1586
LA,Iberville Parish,30241,29165,14833,13377,67,123,13,752
LA,Jackson Parish,15031,14418,9967,3956,37,149,5,304
LA,Jefferson Parish,440781,397972,220935,117892,2524,19780,152,36689
LA,Jefferson Davis Parish,32250,30821,25066,5148,168,100,14,325
LA,Lafayette Parish,241753,227471,153363,61086,961,5268,76,6717
LA,Lafourche Parish,97557,92250,71710,14640,2554,773,31,2542
LA,LaSalle Parish,14791,14298,11348,1299,135,252,10,1254
LA,Lincoln Parish,48396,46477,26034,18729,188,685,5,836
LA,Livingston Parish,142282,133278,116855,11268,463,1123,38,3531
LA,Madison Parish,10017,9784,3475,6224,29,6,5,45
LA,Morehouse Parish,25629,24697,12281,12048,85,96,3,184
LA,Natchitoches Parish,37515,35633,19361,14948,326,173,20,805
LA,Orleans Parish,383997,359331,126462,208273,1337,10703,147,12409
LA,Ouachita Parish,160368,153589,88545,59083,510,2291,42,3118
LA,Plaquemines Parish,23515,21534,14287,4920,285,1053,40,949
LA,Pointe Coupee Parish,20758,20028,12395,7245,50,65,2,271
LA,Rapides Parish,130023,123167,77510,40484,1026,1828,35,2284
LA,Red River Parish,7620,7275,4195,2965,47,1,0,67
LA,Richland Parish,20043,19397,11785,7336,55,50,0,171
LA,Sabine Parish,22155,20792,15036,3529,1926,63,12,226
LA,St. Bernard Parish,43764,39443,24497,11507,323,997,18,2101
LA,St. Charles Parish,52549,48853,33550,13133,259,576,20,1315
LA,St. Helena Parish,10920,10567,4527,5861,45,20,7,107
LA,St. James Parish,20192,19713,9973,9523,34,31,5,147
LA,St. John the Baptist Parish,42477,40183,13877,24305,167,317,12,1505
LA,St. Landry Parish,82540,79772,43611,34360,202,380,13,1206
LA,St. Martin Parish,51767,49734,33259,15099,202,441,3,730
LA,St. Mary Parish,49406,46138,26949,15058,1006,647,13,2465
LA,St. Tammany Parish,264570,242196,196641,34356,1184,3898,105,6012
LA,Tangipahoa Parish,133157,125921,81336,40039,533,1003,24,2986
LA,Tensas Parish,4147,4020,1744,2250,0,6,1,19
LA,Terrebonne Parish,109580,102453,69934,21253,6070,1322,40,3834
LA,Union Parish,21107,20308,14460,4995,77,38,10,728
LA,Vermilion Parish,57359,54848,44477,7931,195,1263,13,969
LA,Vernon Parish,48750,44667,35087,6491,566,888,301,1334
LA,Washington Parish,45463,43664,29943,12858,143,164,0,556
LA,Webster Parish,36967,35547,22735,12185,149,138,12,328
LA,West Baton Rouge Parish,27199,25962,14307,10754,85,220,10,586
LA,West Carroll Parish,9751,9421,7894,1341,37,14,5,130
LA,West Feliciana Parish,15310,14859,10883,3618,99,30,5,224
LA,Winn Parish,13755,13261,8594,3525,77,173,20,872
WV,Barbour County,15465,14842,14460,271,37,32,0,42
WV,Berkeley County,122076,112356,98281,9364,407,1496,52,2756
WV,Boone County,21809,21033,20780,135,46,36,2,34
WV,Braxton County,12447,12104,11976,50,19,23,11,25
WV,Brooke County,22559,21485,20915,368,39,55,0,108
WV,Cabell County,94350,89708,82665,4811,209,1345,20,658
WV,Calhoun County,6229,6045,6003,13,12,13,2,2
WV,Clay County,8051,7730,7671,13,29,16,0,1
WV,Doddridge County,7808,7546,7304,174,18,15,0,35
WV,Fayette County,40488,38580,36483,1680,104,105,2,206
WV,Gilmer County,7408,7211,6220,937,11,31,3,9
WV,Grant County,10976,10673,10489,85,21,24,0,54
WV,Greenbrier County,32977,31661,30360,792,70,198,6,235
WV,Hampshire County,23093,22216,21775,188,35,61,4,153
WV,Hancock County,29095,27645,26661,703,36,110,9,126
WV,Hardy County,14299,13668,12835,414,35,59,0,325
WV,Harrison County,65921,62513,60334,1118,157,489,28,387
WV,Jackson County,27791,26883,26516,101,46,91,2,127
WV,Jefferson County,57701,52964,46825,3459,141,837,13,1689
WV,Kanawha County,180745,171180,153637,13592,402,2149,51,1349
WV,Lewis County,17033,16366,16162,69,23,58,8,46
WV,Lincoln County,20463,19935,19793,49,22,26,0,45
WV,Logan County,32567,31639,30884,581,42,67,1,64
WV,McDowell County,19111,18460,16195,2163,22,20,4,56
WV,Marion County,56205,53083,50578,1867,139,256,43,200
WV,Marshall County,30591,29344,28797,264,39,108,7,129
WV,Mason County,25453,24761,24401,193,39,83,5,40
WV,Mercer County,59664,57019,52554,3720,176,296,7,266
WV,Mineral County,26938,25724,24734,723,41,117,5,104
WV,Mingo County,23568,22907,22383,409,36,32,0,47
WV,Monongalia County,105822,99340,90012,4160,185,3755,71,1157
WV,Monroe County,12376,11976,11771,113,28,11,0,53
WV,Morgan County,17063,16302,15985,112,40,83,0,82
WV,Nicholas County,24604,23828,23603,61,45,74,7,38
WV,Ohio County,42425,40200,37769,1661,77,392,20,281
WV,Pendleton County,6143,5965,5845,82,14,0,5,19
WV,Pleasants County,7653,7403,7248,95,22,17,0,21
WV,Pocahontas County,7869,7629,7497,57,26,9,4,36
WV,Preston County,34216,33082,30832,2042,76,57,5,70
WV,Putnam County,57440,55095,53364,656,96,577,7,395
WV,Raleigh County,74591,71264,64025,5847,136,831,16,409
WV,Randolph County,27932,26883,26144,433,61,104,1,140
WV,Ritchie County,8444,8231,8155,17,9,23,7,20
WV,Roane County,14028,13454,13305,39,28,38,1,43
WV,Summers County,11959,11438,10930,402,35,33,0,38
WV,Taylor County,16705,15922,15710,114,19,41,0,38
WV,Tucker County,6762,6512,6457,21,4,6,1,23
WV,Tyler County,8313,8023,7981,4,17,3,0,18
WV,Upshur County,23816,22915,22474,223,37,88,6,87
WV,Wayne County,38982,37777,37339,168,56,83,10,121
WV,Webster County,8378,8158,8105,13,14,4,2,20
WV,Wetzel County,14442,13903,13752,34,18,50,0,49
WV,Wirt County,5194,5036,5013,6,4,0,4,9
WV,Wood County,84296,80375,78170,1040,174,564,23,404
WV,Wyoming County,21382,20780,20592,107,32,18,1,30
MI,Alcona County,10167,9785,9644,23,61,14,1,42
MI,Alger County,8842,8351,7363,587,328,26,1,46
MI,Allegan County,120502,112970,105564,1584,799,874,22,4127
MI,Alpena County,28907,27656,27177,99,122,119,12,127
MI,Antrim County,23431,22372,21902,39,201,72,20,138
MI,Arenac County,15002,14298,14017,35,130,38,1,77
MI,Baraga County,8158,7528,5772,604,1097,16,3,36
MI,Barry County,62423,59083,57488,313,261,247,15,759
MI,Bay County,103856,97365,93305,1705,463,538,5,1349
MI,Benzie County,17970,17170,16726,67,177,71,1,128
MI,Berrien County,154316,143571,113608,21420,943,3189,120,4291
MI,Branch County,44862,42407,39595,1156,192,270,10,1184
MI,Calhoun County,134310,124722,102712,14513,879,3742,35,2841
MI,Cass County,51589,48180,44005,2321,597,319,11,927
MI,Charlevoix County,26054,24812,24052,78,384,124,10,164
MI,Cheboygan County,25579,24020,23016,96,715,91,6,96
MI,Chippewa County,36785,33501,24803,2625,5669,194,12,198
MI,Clare County,30856,29514,28880,150,211,72,0,201
MI,Clinton County,79128,74333,69204,1715,313,1877,25,1199
MI,Crawford County,12988,12412,12140,57,89,55,4,67
MI,Delta County,36903,34941,33684,93,849,156,8,151
MI,Dickinson County,25947,24849,24379,65,127,147,7,124
MI,Eaton County,109175,101806,89292,7688,451,2478,18,1879
MI,Emmet County,34112,32255,30578,163,1123,176,22,193
MI,Genesee County,406211,379933,289255,79914,1745,4088,122,4809
MI,Gladwin County,25386,24433,24049,70,101,82,1,130
MI,Gogebic County,14380,13759,13052,79,523,35,3,67
MI,Grand Traverse County,95238,89989,86508,595,969,824,52,1041
MI,Gratiot County,41761,39792,36008,2238,198,164,31,1153
MI,Hillsdale County,45746,43525,42658,206,168,177,6,310
MI,Houghton County,37361,35707,34107,286,165,857,22,270
MI,Huron County,31407,30429,29807,83,101,152,6,280
MI,Ingham County,284900,260678,198552,35580,1535,16522,124,8365
MI,Ionia County,66804,63779,58946,3229,303,232,23,1046
MI,Iosco County,25237,24140,23459,171,137,169,7,197
MI,Iron County,11631,11144,10930,24,93,42,0,55
MI,Isabella County,64394,60454,54159,2134,2282,1117,20,742
MI,Jackson County,160366,149954,133257,12632,656,1493,30,1886
MI,Kalamazoo County,261670,242154,197010,30352,1275,7042,76,6399
MI,Kalkaska County,17939,17046,16671,40,151,60,3,121
MI,Kent County,657974,607977,480003,64499,4013,21980,214,37268
MI,Keweenaw County,2046,1974,1954,5,1,0,0,14
MI,Lake County,12096,11382,10295,891,85,45,8,58
MI,Lapeer County,88619,83494,80249,984,361,408,8,1484
MI,Leelanau County,22301,21201,20039,67,672,110,7,306
MI,Lenawee County,99423,92405,86549,2614,504,497,17,2224
MI,Livingston County,193866,183379,178408,1144,620,1658,114,1435
MI,Luce County,5339,4931,4533,12,367,2,1,16
MI,Mackinac County,10834,9932,8080,61,1699,28,2,62
MI,Macomb County,881217,831440,672264,109476,2225,38421,229,8825
MI,Manistee County,25032,23591,22153,614,528,82,2,212
MI,Marquette County,66017,62210,59551,805,1062,406,27,359
MI,Mason County,29052,27442,26456,181,245,157,9,394
MI,Mecosta County,39714,37575,35916,794,225,320,17,303
MI,Menominee County,23502,22595,21499,107,749,98,5,137
MI,Midland County,83494,78684,74791,963,343,1730,88,769
MI,Missaukee County,15052,14436,14086,33,71,46,1,199
MI,Monroe County,154809,145147,137561,4138,544,959,24,1921
MI,Montcalm County,66614,63469,60106,2152,243,227,24,717
MI,Montmorency County,9153,8777,8619,18,68,24,0,48
MI,Muskegon County,175824,163543,133720,23908,1380,1103,40,3392
MI,Newaygo County,49978,46926,44822,434,336,198,15,1121
MI,Oakland County,1274395,1196217,893318,170753,3356,105974,337,22479
MI,Oceana County,26659,24469,22260,133,316,69,4,1687
MI,Ogemaw County,20770,19878,19509,63,123,57,8,118
