STATE_ABBR,COUNTY,TOTAL_POPULATION,POP_ONE_RACE,WHITE,BLACK,AMARICAN_INDIAN,ASIAN,HAWAIIAN,OTHER
NM,Socorro County,16595,13408,8099,176,2185,311,8,2629
NM,Taos County,34489,26901,19084,173,2289,210,15,5130
NM,Torrance County,15045,12718,9801,133,387,54,11,2332
NM,Union County,4079,3241,2712,66,84,7,4,368
NM,Valencia County,76205,58395,39446,973,3253,446,58,14219
CA,Alameda County,1682353,1491537,523836,164879,19659,545261,14123,223779
CA,Alpine County,1204,1085,814,10,236,12,0,13
CA,Amador County,40474,36596,31104,1236,757,582,82,2835
CA,Butte County,211632,186947,149557,3644,4492,10533,573,18148
CA,Calaveras County,45292,40264,36315,364,747,743,100,1995
CA,Colusa County,21839,17580,9364,198,513,276,80,7149
CA,Contra Costa County,1165927,1012452,501697,101485,12043,217823,6250,173154
CA,Del Norte County,27743,24304,17193,855,2434,840,46,2936
CA,El Dorado County,191185,169237,146624,1537,1929,9200,313,9634
CA,Fresno County,1008654,845251,374678,48707,22043,113328,1665,284830
CA,Glenn County,28917,24971,15753,177,1092,647,49,7253
CA,Humboldt County,136463,120307,98095,1879,8481,3615,455,7782
CA,Imperial County,179702,129907,47537,4362,4266,3049,165,70528
CA,Inyo County,19016,16888,11752,97,2473,282,17,2267
CA,Kern County,909235,762465,371734,50130,18163,46777,1508,274153
CA,Kings County,152486,128256,61226,9023,3671,5923,412,48001
CA,Lake County,68163,59222,46858,1199,2356,1004,106,7699
CA,Lassen County,32730,30140,21066,2277,1088,494,285,4930
CA,Los Angeles County,10014009,8525941,3259427,794364,163464,1499984,24522,2784180
CA,Madera County,156255,130901,65248,4596,7674,3907,173,49303
CA,Marin County,262321,232636,179377,6339,3996,16431,493,26000
CA,Mariposa County,17131,15099,13385,108,497,298,15,796
CA,Mendocino County,91601,79534,59510,642,4679,1788,138,12777
CA,Merced County,281202,231847,104534,9158,7518,20715,807,89115
CA,Modoc County,8700,7961,6772,67,446,61,13,602
CA,Mono County,13195,11611,9349,74,295,163,31,1699
CA,Monterey County,439035,360576,158879,9943,12781,26680,2132,150161
CA,Napa County,138019,117282,76158,2443,1949,10753,348,25631
CA,Nevada County,102241,92144,85604,460,1012,1427,147,3494
CA,Orange County,3186989,2739808,1383257,53842,38322,706813,9035,548539
CA,Placer County,404739,355864,288586,6890,3547,35500,1117,20224
CA,Plumas County,19790,17960,16608,103,453,152,44,600
CA,Riverside County,2418185,2012514,995627,156477,43808,171243,8116,637243
CA,Sacramento County,1585055,1373386,715722,152795,18637,281733,18914,185585
CA,San Benito County,64209,52739,27230,634,1647,2423,176,20629
CA,San Bernardino County,2181654,1819800,782691,184558,41663,182287,7461,621140
CA,San Diego County,3298634,2776942,1633129,155813,40968,410752,15286,520994
CA,San Francisco County,873965,787732,361382,46725,6475,296505,3476,73169
CA,San Joaquin County,779233,666428,267339,60351,12107,139323,5567,181741
CA,San Luis Obispo County,282424,244366,198338,4610,3159,10402,413,27444
CA,San Mateo County,764442,670175,300188,15707,6812,230242,9302,107924
CA,Santa Barbara County,448229,368509,224748,7374,9633,26549,703,99502
CA,Santa Clara County,1936259,1726791,622617,44966,22142,759030,6904,271132
CA,Santa Cruz County,270861,232153,160565,3150,3607,12553,384,51894
CA,Shasta County,182155,162594,142899,1912,4911,5978,371,6523
CA,Sierra County,3236,2848,2703,7,24,7,1,106
CA,Siskiyou County,44076,39026,33597,496,2019,888,38,1988
CA,Solano County,453491,387034,175768,62157,5388,72766,4162,66793
CA,Sonoma County,488863,422842,306684,7615,8855,22845,1840,75003
CA,Stanislaus County,552878,468234,256602,15913,10543,34778,4269,146129
CA,Sutter County,99633,87143,46810,1982,1902,18234,319,17896
CA,Tehama County,65829,57985,44926,420,1881,1027,132,9599
CA,Trinity County,16112,14756,11627,71,437,2222,32,367
CA,Tulare County,473117,386715,186255,6668,10645,17194,723,165230
CA,Tuolumne County,55620,49947,44207,1009,984,816,123,2808
CA,Ventura County,843843,698662,428677,15330,14573,64923,1723,173436
CA,Yolo County,216403,182292,107304,6164,3366,30392,1179,33887
CA,Yuba County,81575,69802,46590,3052,1754,5774,405,12227
AZ,Apache County,66021,63631,14873,185,47016,312,20,1225
AZ,Cochise County,125447,103904,81733,4783,1510,2712,488,12678
AZ,Coconino County,145101,132138,83360,1961,36225,2674,262,7656
AZ,Gila County,53272,48680,35904,282,8928,445,48,3073
AZ,Graham County,38533,34407,25043,537,5390,192,20,3225
AZ,Greenlee County,9563,7999,6584,87,355,75,5,893
AZ,La Paz County,16557,14496,9772,114,2833,115,49,1613
AZ,Maricopa County,4420568,3819893,2645512,260469,100645,203696,10966,598605
AZ,Mohave County,213267,192957,169732,2221,5185,2734,409,12676
AZ,Navajo County,106717,100434,48430,760,47442,567,86,3149
AZ,Pima County,1043433,869188,633382,39954,34593,31367,2229,127663
AZ,Pinal County,425264,370288,269258,21968,21128,6718,1219,49997
AZ,Santa Cruz County,47669,30658,15929,187,457,304,19,13762
AZ,Yavapai County,236209,213970,192507,1543,4283,2932,294,12411
AZ,Yuma County,203881,152053,90318,4099,3522,2587,283,51244
TN,Anderson County,77123,72296,66863,2888,302,981,53,1209
TN,Bedford County,50237,46970,37996,3641,426,341,27,4539
TN,Benton County,15864,15100,14487,316,65,107,4,121
TN,Bledsoe County,14913,14343,13258,786,74,38,0,187
TN,Blount County,135280,127218,119367,3628,521,1297,29,2376
TN,Bradley County,108620,100456,89555,5238,447,1199,131,3886
TN,Campbell County,39272,37823,37267,133,84,98,0,241
TN,Cannon County,14506,13613,13187,203,34,43,4,142
TN,Carroll County,28440,27021,23997,2457,86,124,13,344
TN,Carter County,56356,53774,52173,719,179,240,7,456
TN,Cheatham County,41072,38739,36788,819,135,191,26,780
TN,Chester County,17341,16504,14614,1498,58,70,0,264
TN,Claiborne County,32043,30935,30175,315,64,148,11,222
TN,Clay County,7581,7405,7247,76,19,9,1,53
TN,Cocke County,35999,34252,33028,583,162,164,11,304
TN,Coffee County,57889,54258,49686,2117,228,620,38,1569
TN,Crockett County,13911,13200,10240,1882,36,37,2,1003
TN,Cumberland County,61145,58525,56870,312,173,367,15,788
TN,Davidson County,715884,662109,400622,173092,3942,27869,354,56230
TN,Decatur County,11435,11044,10565,270,9,42,5,153
TN,DeKalb County,20080,19001,17763,245,81,76,5,831
TN,Dickson County,54315,51311,47609,1962,242,312,11,1175
TN,Dyer County,36801,35001,28611,5362,92,215,11,710
TN,Fayette County,41990,40085,27857,11080,103,269,21,755
TN,Fentress County,18489,17832,17633,30,44,33,0,92
TN,Franklin County,42774,40653,37256,1985,157,348,21,886
TN,Gibson County,50429,48336,38280,8965,130,206,17,738
TN,Giles County,30346,28691,25170,2936,126,181,9,269
TN,Grainger County,23527,22581,21934,124,66,53,2,402
TN,Greene County,70152,66809,63841,1393,206,301,14,1054
TN,Grundy County,13529,12871,12671,38,33,55,0,74
TN,Hamblen County,64499,59861,51243,2206,470,722,308,4912
TN,Hamilton County,366207,342028,254803,64428,1859,8212,171,12555
TN,Hancock County,6662,6481,6391,35,26,1,2,26
TN,Hardeman County,25462,24772,14073,10194,46,162,6,291
TN,Hardin County,26831,25771,24468,810,105,148,4,236
TN,Hawkins County,56721,54606,53148,683,120,266,13,376
TN,Haywood County,17864,17345,7695,9032,59,26,9,524
TN,Henderson County,27842,26548,24079,1950,70,93,2,354
TN,Henry County,32199,30600,27529,2339,96,212,7,417
TN,Hickman County,24925,23776,22351,941,119,75,6,284
TN,Houston County,8283,7928,7557,210,47,16,8,90
TN,Humphreys County,18990,18061,17270,506,43,65,0,177
TN,Jackson County,11617,11043,10863,48,38,17,0,77
TN,Jefferson County,54683,52069,49561,802,180,273,20,1233
TN,Johnson County,17948,17300,16233,730,46,27,9,255
TN,Knox County,478971,447827,379510,40360,2057,11962,319,13619
TN,Lake County,7005,6777,4825,1833,21,14,10,74
TN,Lauderdale County,25143,24098,15144,8421,138,55,11,329
TN,Lawrence County,44159,42168,40717,710,93,168,1,479
TN,Lewis County,12582,12052,11654,189,31,55,5,118
TN,Lincoln County,35319,33230,30195,2204,136,178,20,497
TN,Loudon County,54886,51548,47353,584,199,459,11,2942
TN,McMinn County,53276,49983,46564,1870,182,430,22,915
TN,McNairy County,25866,24854,22983,1550,65,79,0,177
TN,Macon County,25216,23976,22795,121,102,45,8,905
TN,Madison County,98823,94342,54249,36004,300,1236,19,2534
TN,Marion County,28837,27439,25872,1047,111,157,2,250
TN,Marshall County,34318,31984,28704,2043,125,142,14,956
TN,Maury County,100974,94005,77837,11349,417,952,49,3401
TN,Meigs County,12758,12222,11894,134,58,26,1,109
TN,Monroe County,46250,43692,41678,743,197,197,5,872
TN,Montgomery County,220069,197590,137775,44569,1154,5202,1000,7890
TN,Moore County,6461,6212,6030,103,25,30,1,23
TN,Morgan County,21035,20376,19130,971,57,46,8,164
TN,Obion County,30787,29215,25009,3159,67,103,0,877
TN,Overton County,22511,21663,21332,89,66,61,0,115
TN,Perry County,8366,8074,7748,199,47,26,1,53
TN,Pickett County,5001,4902,4829,8,8,15,1,41
TN,Polk County,17544,16719,16430,62,67,33,10,117
TN,Putnam County,79854,75273,67940,2188,707,1093,52,3293
TN,Rhea County,32870,31106,28987,604,183,195,11,1126
TN,Roane County,53404,50735,48463,1303,204,342,21,402
TN,Robertson County,72803,68115,58467,5168,335,460,21,3664
TN,Rutherford County,341486,314490,226227,53977,1739,12538,254,19755
TN,Scott County,21850,21230,21051,47,37,51,0,44
TN,Sequatchie County,15826,15129,14585,72,89,65,4,314
TN,Sevier County,98380,92356,85656,812,454,1122,24,4288
TN,Shelby County,929744,884025,326077,477321,3334,28149,344,48800
TN,Smith County,19904,18928,18192,364,92,84,0,196
TN,Stewart County,13657,12914,12463,172,78,77,2,122
TN,Sullivan County,158163,150959,144395,3254,423,1278,39,1570
TN,Sumner County,196281,182922,158075,15740,711,2956,119,5321
TN,Tipton County,60970,57583,45400,10860,223,393,40,667
TN,Trousdale County,11615,11067,8883,1922,30,27,0,205
TN,Unicoi County,17928,17015,16386,44,68,37,0,480
TN,Union County,19802,19092,18770,53,33,38,7,191
TN,Van Buren County,6168,5940,5890,22,7,10,1,10
TN,Warren County,40953,38458,34794,1097,144,258,10,2155
TN,Washington County,133001,124854,113998,5623,431,2001,62,2739
TN,Wayne County,16232,15767,14595,888,23,27,3,231
TN,Weakley County,32902,31351,28113,2609,70,195,3,361
TN,White County,27351,25897,25018,412,83,140,12,232
TN,Williamson County,247726,232292,203600,9876,574,12953,117,5172
TN,Wilson County,147737,138551,120782,10191,601,3106,44,3827
WA,Adams County,20613,17078,9164,41,439,135,13,7286
WA,Asotin County,22285,20813,19858,116,299,206,34,300
WA,Benton County,206873,182727,146087,2893,2052,6397,607,24691
WA,Chelan County,79074,70583,55289,296,817,809,124,13248
WA,Clallam County,77155,70469,62450,615,4346,1263,119,1676
WA,Clark County,503311,451040,379827,11396,4835,24274,5306,25402
WA,Columbia County,3952,3645,3442,11,50,23,1,118
WA,Cowlitz County,110730,100536,90812,820,1720,1772,668,4744
WA,Douglas County,42938,36824,27842,150,673,412,62,7685
WA,Ferry County,7178,6602,5118,28,1309,46,11,90
WA,Franklin County,96749,80625,45837,1790,1403,1904,232,29459
WA,Garfield County,2286,2164,2098,9,18,11,0,28
WA,Grant County,99123,85914,57433,782,1660,1202,104,24733
WA,Grays Harbor County,75636,68806,59052,1026,3876,1050,134,3668
WA,Island County,86857,77849,67928,2399,717,4019,440,2346
WA,Jefferson County,32977,30425,28588,207,565,497,50,518
WA,King County,2269675,2033922,1273054,151468,19073,452475,20022,117830
WA,Kitsap County,275611,243977,206398,7835,4306,14412,2969,8057
WA,Kittitas County,44337,40635,36479,402,539,931,93,2191
WA,Klickitat County,22735,20643,18271,64,550,145,42,1571
WA,Lewis County,82149,74784,67825,564,1190,824,158,4223
WA,Lincoln County,10876,10166,9704,21,225,73,14,129
WA,Mason County,65726,59184,51023,713,2632,783,224,3809
WA,Okanogan County,42104,37969,27606,168,4881,284,41,4989
WA,Pacific County,23365,21406,19104,101,554,463,47,1137
WA,Pend Oreille County,13401,12536,11811,57,396,78,11,183
WA,Pierce County,921130,805004,595446,66006,12777,63460,18844,48471
WA,San Juan County,17788,16316,15276,54,115,229,27,615
WA,Skagit County,129523,115794,96540,888,2878,2832,418,12238
WA,Skamania County,12036,11013,10308,74,187,121,34,289
WA,Snohomish County,827957,738461,546855,29293,10805,101464,5016,45028
WA,Spokane County,539339,490979,442952,10979,8092,12654,4303,11999
WA,Stevens County,46445,43131,39313,149,2680,290,89,610
WA,Thurston County,294793,260633,215798,9403,4458,17268,3347,10359
WA,Wahkiakum County,4422,4067,3884,22,61,44,3,53
WA,Walla Walla County,62584,55390,45471,1056,696,943,137,7087
WA,Whatcom County,226847,205114,175946,2347,6277,10127,725,9692
WA,Whitman County,47973,43437,36586,1203,338,3646,155,1509
WA,Yakima County,256728,217961,124445,2119,12979,3030,309,75079
PR,Adjuntas Municipio,18020,8221,3992,605,79,6,0,3539
PR,Aguada Municipio,38136,19909,8673,1553,161,23,7,9492
PR,Aguadilla Municipio,55101,28601,11566,2274,263,61,8,14429
PR,Aguas Buenas Municipio,24223,12654,3512,1733,123,16,7,7263
PR,Aibonito Municipio,24637,12890,4785,1324,302,14,7,6458
PR,Aasco Municipio,25596,12403,4701,1461,72,7,8,6154
PR,Arecibo Municipio,87754,41136,16636,4053,375,70,5,19997
PR,Arroyo Municipio,15843,10008,1816,1979,67,16,0,6130
PR,Barceloneta Municipio,22657,9736,3584,930,111,14,7,5090
PR,Barranquitas Municipio,28983,16180,6029,1521,118,9,12,8491
PR,Bayamn Municipio,185187,89989,33084,11456,1213,254,28,43954
PR,Cabo Rojo Municipio,47158,22454,9561,1797,215,48,11,10822
PR,Caguas Municipio,127244,64890,20215,7969,567,151,30,35958
PR,Camuy Municipio,32827,15892,7448,1246,119,5,3,7071
PR,Canvanas Municipio,42337,21549,5672,6393,237,58,0,9189
PR,Carolina Municipio,154815,77138,21998,17885,665,358,43,36189
PR,Catao Municipio,23155,10527,3016,1894,246,34,17,5320
PR,Cayey Municipio,41652,20860,7233,2620,211,33,4,10759
PR,Ceiba Municipio,11307,6492,1814,1107,63,16,5,3487
PR,Ciales Municipio,16984,6932,3530,485,98,19,0,2800
PR,Cidra Municipio,39970,22329,7813,2715,185,3,8,11605
PR,Coamo Municipio,34668,20226,6938,2572,292,24,23,10377
PR,Comero Municipio,18883,9570,3187,1201,165,4,6,5007
PR,Corozal Municipio,34571,17825,6841,1263,185,16,11,9509
PR,Culebra Municipio,1792,754,317,143,5,4,0,285
PR,Dorado Municipio,35879,18491,6317,2673,145,106,8,9242
PR,Fajardo Municipio,32124,19365,4653,2987,206,55,7,11457
PR,Florida Municipio,11692,5416,1619,241,28,3,2,3523
PR,Gunica Municipio,13787,6935,2353,721,64,5,0,3792
PR,Guayama Municipio,36614,21911,6969,3531,216,30,6,11159
PR,Guayanilla Municipio,17784,9185,3213,902,131,2,2,4935
PR,Guaynabo Municipio,89780,38810,15415,4312,333,200,24,18526
PR,Gurabo Municipio,40622,20738,6170,2883,169,23,7,11486
PR,Hatillo Municipio,38486,18083,8170,1365,124,29,8,8387
PR,Hormigueros Municipio,15654,8022,2937,799,73,9,0,4204
PR,Humacao Municipio,50896,30271,6861,4472,279,90,7,18562
PR,Isabela Municipio,42943,19334,7512,1699,144,34,5,9940
PR,Jayuya Municipio,14779,7031,3447,351,75,3,5,3150
PR,Juana Daz Municipio,46538,24804,6726,3736,220,37,11,14074
PR,Juncos Municipio,37012,19239,4827,3427,171,10,0,10804
PR,Lajas Municipio,23334,11250,4421,952,120,12,1,5744
PR,Lares Municipio,28105,12188,5772,622,91,18,5,5680
PR,Las Maras Municipio,8874,4489,1528,315,54,8,0,2584
PR,Las Piedras Municipio,35180,19941,5478,2931,222,29,4,11277
PR,Loza Municipio,23693,12725,1376,7533,106,21,0,3689
PR,Luquillo Municipio,17781,10098,3052,2156,82,29,7,4772
PR,Manat Municipio,39492,18763,6758,1696,175,24,6,10104
PR,Maricao Municipio,4755,2941,1056,370,75,9,0,1431
PR,Maunabo Municipio,10589,6938,967,1769,38,2,0,4162
PR,Mayagez Municipio,73077,35013,14372,3331,306,102,24,16878
PR,Moca Municipio,37460,16069,6355,1171,184,27,0,8332
PR,Morovis Municipio,28727,12290,5501,967,129,6,7,5680
PR,Naguabo Municipio,23386,12743,3119,2156,187,21,0,7260
PR,Naranjito Municipio,29241,15055,6046,1864,253,13,0,6879
PR,Orocovis Municipio,21434,10059,3493,1137,782,5,0,4642
PR,Patillas Municipio,15985,10394,2543,1974,80,8,15,5774
PR,Peuelas Municipio,20399,11626,4714,1369,83,9,5,5446
PR,Ponce Municipio,137491,66622,26148,6767,787,149,8,32763
PR,Quebradillas Municipio,23638,11068,6010,814,131,12,4,4097
PR,Rincn Municipio,15187,8029,3252,894,52,18,0,3813
PR,Ro Grande Municipio,47060,25590,6896,6900,304,52,15,11423
PR,Sabana Grande Municipio,22729,10782,4513,909,96,14,12,5238
PR,Salinas Municipio,25789,15208,4196,2523,154,4,0,8331
PR,San Germn Municipio,31879,14738,5882,1462,173,25,16,7180
PR,San Juan Municipio,342259,159203,49388,28031,1974,1060,61,78689
PR,San Lorenzo Municipio,37693,20522,5260,2504,188,22,3,12545
PR,San Sebastin Municipio,39345,17044,7572,813,137,3,1,8518
PR,Santa Isabel Municipio,20281,11675,3176,1673,126,23,10,6667
PR,Toa Alta Municipio,66852,34011,10853,3877,331,69,2,18879
PR,Toa Baja Municipio,75293,39172,12240,7608,268,99,3,18954
PR,Trujillo Alto Municipio,67740,31204,9651,5414,318,49,14,15758
PR,Utuado Municipio,28287,13496,6119,669,126,21,5,6556
PR,Vega Alta Municipio,35395,18568,4373,2577,139,61,4,11414
PR,Vega Baja Municipio,54414,27813,10042,3491,460,28,9,13783
PR,Vieques Municipio,8249,6127,1551,1256,86,7,1,3226
PR,Villalba Municipio,22093,11151,3429,1380,130,10,0,6202
PR,Yabucoa Municipio,30426,19720,5028,2941,199,8,7,11537
PR,Yauco Municipio,34172,18958,7312,1617,209,25,2,9793
IL,Adams County,65737,62520,58837,2501,104,513,39,526
IL,Alexander County,5240,4978,3311,1617,24,6,0,20
IL,Bond County,16725,16051,14446,1077,52,105,11,360
IL,Boone County,53448,47368,38766,1245,498,659,24,6176
IL,Brown County,6244,6066,4779,1054,11,12,0,210
IL,Bureau County,33244,31192,29358,275,147,300,21,1091
IL,Calhoun County,4437,4271,4227,7,10,7,0,20
IL,Carroll County,15702,15097,14117,694,63,40,5,178
IL,Cass County,13042,12134,9528,725,129,117,41,1594
IL,Champaign County,205865,190868,129083,28675,783,24487,84,7756
IL,Christian County,34032,32857,31437,390,62,179,3,786
IL,Clark County,15455,15025,14784,54,28,60,0,99
IL,Clay County,13288,12781,12524,38,40,79,3,97
IL,Clinton County,36899,35317,33085,1151,106,180,5,790
IL,Coles County,46863,44597,40838,2083,114,623,26,913
IL,Cook County,5275541,4728989,2345983,1205824,56894,413271,1864,705153
IL,Crawford County,18679,18050,17032,621,44,85,2,266
IL,Cumberland County,10450,10092,9984,28,22,23,5,30
IL,DeKalb County,100420,91702,74258,8954,553,2299,29,5609
IL,De Witt County,15516,14941,14526,110,28,40,18,219
IL,Douglas County,19740,18871,17855,67,60,105,7,777
IL,DuPage County,932877,850219,616830,45516,5154,119672,315,62732
IL,Edgar County,16866,16346,16070,83,34,55,0,104
IL,Edwards County,6245,6099,6019,22,8,21,9,20
IL,Effingham County,34668,33392,32597,155,59,248,6,327
IL,Fayette County,21488,20910,19778,797,82,67,1,185
IL,Ford County,13534,12849,12458,76,32,62,0,221
IL,Franklin County,37804,36066,35451,181,111,119,4,200
IL,Fulton County,33609,32541,30803,1125,63,69,6,475
IL,Gallatin County,4946,4777,4700,26,5,24,0,22
IL,Greene County,11985,11589,11492,23,13,22,3,36
IL,Grundy County,52533,48442,45106,865,185,482,26,1778
IL,Hamilton County,7993,7696,7601,41,16,13,0,25
IL,Hancock County,17620,16990,16683,73,51,61,4,118
IL,Hardin County,3649,3466,3414,13,0,18,4,17
IL,Henderson County,6387,6183,6092,30,12,17,5,27
IL,Henry County,49284,46601,43920,1078,109,197,16,1281
IL,Iroquois County,27077,25393,24203,231,66,103,2,788
IL,Jackson County,52974,49502,38171,7598,208,2056,31,1438
IL,Jasper County,9287,9072,8968,23,22,17,4,38
IL,Jefferson County,37113,35089,31440,2842,92,365,7,343
IL,Jersey County,21512,20552,20209,157,23,77,3,83
IL,Jo Daviess County,22035,21189,20574,114,67,99,6,329
IL,Johnson County,13308,12877,10978,1431,28,20,4,416
IL,Kane County,516522,449781,309835,27538,6997,21634,217,83560
IL,Kankakee County,107502,99724,76327,15573,432,1090,23,6279
IL,Kendall County,131869,116480,90245,10027,742,4700,24,10742
IL,Knox County,49967,46760,40664,4457,117,363,18,1141
IL,Lake County,714342,637952,435395,49035,7112,59390,440,86580
IL,LaSalle County,109658,101803,93847,2633,446,860,18,3999
IL,Lawrence County,15280,14736,12885,1406,18,58,8,361
IL,Lee County,34145,32257,29109,1867,88,248,10,935
IL,Livingston County,35815,34181,32068,1113,77,171,1,751
IL,Logan County,27987,26858,24669,1520,50,181,1,437
IL,McDonough County,27238,25923,23330,1531,58,567,6,431
IL,McHenry County,310229,282016,247894,4284,1534,8803,61,19440
IL,McLean County,170954,160145,132148,14996,483,8142,62,4314
IL,Macon County,103998,97882,75809,19047,237,1515,36,1238
IL,Macoupin County,44967,42885,42082,369,120,179,0,135
IL,Madison County,265859,248996,216458,24892,787,2754,94,4011
IL,Marion County,37729,35666,33440,1514,116,349,4,243
IL,Marshall County,11742,11237,10965,88,32,43,0,109
IL,Mason County,13086,12570,12423,51,24,28,1,43
IL,Massac County,14169,13326,12179,887,37,44,6,173
IL,Menard County,12297,11749,11555,84,20,50,2,38
IL,Mercer County,15699,14993,14763,77,30,37,2,84
IL,Monroe County,34962,33405,32855,119,68,186,2,175
IL,Montgomery County,28288,27248,25872,926,64,135,9,242
IL,Morgan County,32915,31489,28786,1983,68,270,16,366
IL,Moultrie County,14526,14060,13815,84,26,49,1,85
IL,Ogle County,51788,47999,44519,578,279,263,1,2359
IL,Peoria County,181830,170074,122629,34015,550,7779,66,5035
IL,Perry County,20945,20163,17919,1681,44,126,1,392
IL,Piatt County,16673,15971,15692,83,24,84,1,87
IL,Pike County,14739,14234,13969,73,38,43,7,104
IL,Pope County,3763,3599,3513,43,7,19,0,17
IL,Pulaski County,5193,4943,3261,1466,41,13,0,162
IL,Putnam County,5637,5368,5175,26,13,18,4,132
IL,Randolph County,30163,28874,25626,2395,62,86,8,697
IL,Richland County,15813,15224,14896,77,37,127,7,80
IL,Rock Island County,144672,131980,102939,16607,748,4089,45,7552
IL,St. Clair County,257400,240008,153376,76564,881,3711,188,5288
IL,Saline County,23768,22588,21481,700,81,126,0,200
IL,Sangamon County,196343,184738,151998,25958,496,4335,65,1886
IL,Schuyler County,6902,6602,6211,289,29,26,2,45
IL,Scott County,4949,4798,4765,5,3,11,1,13
IL,Shelby County,20990,20480,20197,65,39,83,1,95
IL,Stark County,5400,5210,5129,18,12,23,0,28
IL,Stephenson County,44630,41699,35911,4456,118,306,11,897
IL,Tazewell County,131343,125211,121078,1683,345,1090,51,964
IL,Union County,17244,16197,15513,228,90,67,11,288
IL,Vermilion County,74188,70168,57282,10421,234,577,10,1644
IL,Wabash County,11361,10968,10581,58,20,251,6,52
IL,Warren County,16835,15784,13842,587,72,330,18,935
IL,Washington County,13761,13314,13028,97,30,69,20,70
IL,Wayne County,16179,15733,15458,91,34,49,6,95
IL,White County,13877,13319,13062,91,23,65,21,57
IL,Whiteside County,55691,51290,47759,839,235,311,12,2134
IL,Will County,696355,625921,443562,80979,3974,42849,126,54431
IL,Williamson County,67153,63369,58897,2870,263,776,9,554
IL,Winnebago County,285350,259097,191124,39159,1632,8039,84,19059
IL,Woodford County,38467,36872,36102,278,49,217,14,212
TX,Anderson County,57922,54327,34922,11577,357,392,13,7066
TX,Andrews County,18610,14756,10909,237,220,112,0,3278
TX,Angelina County,86395,78097,54887,13098,563,919,42,8588
TX,Aransas County,23830,20580,17996,264,245,501,17,1557
TX,Archer County,8560,8011,7551,32,108,19,0,301
TX,Armstrong County,1848,1725,1646,13,17,10,0,39
TX,Atascosa County,48981,36893,28203,425,491,206,18,7550
TX,Austin County,30167,26193,20164,2440,277,201,8,3103
TX,Bailey County,6904,5553,3348,65,86,11,0,2043
TX,Bandera County,20851,18339,17110,110,157,97,15,850
TX,Bastrop County,97216,80549,55730,5759,1268,765,74,16953
TX,Baylor County,3465,3227,3036,57,11,9,0,114
TX,Bee County,31047,25339,15347,2395,212,221,4,7160
TX,Bell County,370647,317284,180426,85241,3454,11466,3764,32933
TX,Bexar County,2009324,1484783,919729,161307,23193,68675,3549,308330
TX,Blanco County,11374,10210,9255,72,87,44,7,745
TX,Borden County,631,589,576,1,1,0,0,11
TX,Bosque County,18235,16312,14483,279,155,80,3,1312
TX,Bowie County,92893,86936,57482,23251,754,1094,84,4271
TX,Brazoria County,372031,316898,190232,55176,2739,26592,183,41976
TX,Brazos County,233849,204686,140206,24341,1618,14763,233,23525
TX,Brewster County,9546,7647,6411,198,140,94,11,793
TX,Briscoe County,1435,1341,1175,18,7,0,0,141
TX,Brooks County,7076,3761,2914,25,22,29,1,770
TX,Brown County,38095,34122,29326,1462,232,274,27,2801
TX,Burleson County,17642,15573,12152,1908,138,71,0,1304
TX,Burnet County,49130,43572,37845,643,373,428,15,4268
TX,Caldwell County,45883,36545,23633,2440,499,238,27,9708
TX,Calhoun County,20106,15452,11356,426,116,1115,4,2435
TX,Callahan County,13708,12779,12154,133,80,53,7,352
TX,Cameron County,421017,250754,162707,2076,2883,2806,149,80133
TX,Camp County,12464,11185,7448,1898,63,108,8,1660
TX,Carson County,5807,5310,5069,20,54,22,8,137
TX,Cass County,28454,26911,21477,4541,194,120,10,569
TX,Castro County,7371,5400,3676,108,58,22,4,1532
TX,Chambers County,46571,41158,32614,3227,337,640,1,4339
TX,Cherokee County,50412,45529,32134,6426,464,263,18,6224
TX,Childress County,6664,6048,4427,582,29,51,2,957
TX,Clay County,10218,9554,9178,39,94,50,0,193
TX,Cochran County,2547,2114,1448,71,11,4,0,580
TX,Coke County,3285,2939,2721,7,30,1,6,174
TX,Coleman County,7684,7164,6582,151,65,32,0,334
TX,Collin County,1064465,946270,578412,110284,7490,189209,719,60156
TX,Collingsworth County,2652,2365,1928,121,37,9,1,269
TX,Colorado County,20557,18246,13169,2335,100,83,0,2559
TX,Comal County,161501,135471,118292,3880,1135,1974,167,10023
TX,Comanche County,13594,11921,10295,48,116,38,3,1421
TX,Concho County,3303,2984,2518,82,19,23,1,341
TX,Cooke County,41668,36936,31641,1233,550,314,20,3178
TX,Coryell County,83093,73013,50529,12356,672,1910,1093,6453
TX,Cottle County,1380,1251,1027,96,5,0,2,121
TX,Crane County,4675,3537,2488,77,36,22,0,914
TX,Crockett County,3098,2392,1882,18,30,10,1,451
TX,Crosby County,5133,4344,3257,151,42,12,1,881
TX,Culberson County,2188,1597,1014,21,25,28,0,509
TX,Dallam County,7115,5423,3879,76,121,13,3,1331
TX,Dallas County,2613539,2192419,924283,574183,31453,183124,1716,477660
TX,Dawson County,12456,10488,7609,899,100,56,4,1820
TX,Deaf Smith County,18583,13993,9054,174,196,63,3,4503
TX,Delta County,5230,4865,4317,312,48,37,5,146
TX,Denton County,906422,790322,526363,97847,7472,93463,754,64423
TX,DeWitt County,19824,17681,13313,1673,114,70,7,2504
TX,Dickens County,1770,1572,1363,30,12,2,2,163
TX,Dimmit County,8615,5610,3852,89,54,71,13,1531
